State,Short Name,City,Zip,Latitude,Longitude,tax
Texas,TX,San Antonio,78203,29.41443956,-98.50313186,8.25
Texas,TX,San Antonio,78204,29.40598516,-98.54949631,8.25
Texas,TX,San Antonio,78205,29.42442402,-98.50362331,8.25
Texas,TX,San Antonio,78206,29.41707795,-98.48375886,8.25
Texas,TX,San Antonio,78207,29.42181691,-98.56313981,8.25
Texas,TX,San Antonio,78208,29.44002061,-98.47927381,8.25
Texas,TX,San Antonio,78209,29.485974,-98.49818741,8.25
Texas,TX,San Antonio,78210,29.39625817,-98.50218246,8.25
Texas,TX,San Antonio,78211,29.34903199,-98.64863708,8.25
Texas,TX,San Antonio,78212,29.46237396,-98.53048006,8.25
Texas,TX,San Antonio,78213,29.51913825,-98.56865346,8.25
Texas,TX,San Antonio,78214,29.3268437,-98.55682508,8.25
Texas,TX,San Antonio,78215,29.44172591,-98.50244061,8.25
Texas,TX,San Antonio,78216,29.53525374,-98.56583687,8.25
Texas,TX,San Antonio,78217,29.54858843,-98.50737842,8.25
Texas,TX,San Antonio,78218,29.49038921,-98.47735957,8.25
Texas,TX,San Antonio,78219,29.47548936,-98.76997324,8.25
Texas,TX,San Antonio,78220,29.41817675,-98.47246058,8.25
Texas,TX,San Antonio,78221,29.29196367,-98.55216448,8.25
Texas,TX,San Antonio,78222,29.35984623,-98.45954058,8.25
Texas,TX,San Antonio,78223,29.31605675,-98.52384353,8.25
Texas,TX,San Antonio,78224,29.31318615,-98.61560658,8.25
Texas,TX,San Antonio,78225,29.38835127,-98.57232696,8.25
Texas,TX,San Antonio,78226,29.38075447,-98.60243881,8.25
Texas,TX,San Antonio,78227,29.40260311,-98.70741998,8.25
Texas,TX,San Antonio,78228,29.46197771,-98.61310866,8.25
Texas,TX,San Antonio,78229,29.50714725,-98.61382056,8.25
Texas,TX,San Antonio,78230,29.54227955,-98.60170351,8.25
Texas,TX,San Antonio,78231,29.56570659,-98.58367486,8.25
Texas,TX,San Antonio,78232,29.58406086,-98.56325057,8.25
Texas,TX,San Antonio,78233,29.55516978,-98.44730722,8.25
Texas,TX,San Antonio,78235,29.34232557,-98.46082826,8.25
Texas,TX,San Antonio,78236,29.38559967,-98.65018751,6.75
Texas,TX,San Antonio,78237,29.41996436,-98.61309541,8.25
Texas,TX,San Antonio,78238,29.47406815,-98.65406951,8.25
Texas,TX,San Antonio,78239,29.516318,-98.40161481,8.25
Texas,TX,San Antonio,78240,29.51765805,-98.68929647,8.25
Texas,TX,San Antonio,78242,29.35047757,-98.65070366,8.25
Texas,TX,San Antonio,78243,29.37742247,-98.61045856,8.25
Texas,TX,San Antonio,78244,29.4782413,-98.39158141,8.25
Texas,TX,San Antonio,78245,29.4112492,-98.88809012,8.25
Texas,TX,San Antonio,78246,29.53303516,-98.50136421,8.25
Texas,TX,San Antonio,78247,29.59057681,-98.49043322,8.25
Texas,TX,San Antonio,78248,29.58615969,-98.56859661,8.25
Texas,TX,San Antonio,78249,29.57522481,-98.69647532,8.25
Texas,TX,San Antonio,78250,29.5159165,-98.70871496,8.25
Texas,TX,San Antonio,78251,29.46346617,-98.76193777,8.25
Texas,TX,San Antonio,78252,29.33769166,-98.87545253,8.25
Texas,TX,San Antonio,78253,29.47247792,-98.95975011,8.25
Texas,TX,San Antonio,78254,29.55028915,-98.90162954,8.25
Texas,TX,San Antonio,78255,29.63197358,-98.75433832,8.25
Texas,TX,San Antonio,78256,29.62140009,-98.67136326,8.25
Texas,TX,San Antonio,78257,29.66070702,-98.67373057,8.25
Texas,TX,San Antonio,78258,29.64844773,-98.58937112,8.25
Texas,TX,San Antonio,78259,29.63879073,-98.50510527,8.25
Texas,TX,San Antonio,78260,29.68865105,-98.59181757,8.25
Texas,TX,San Antonio,78261,29.6944103,-98.47907237,8.25
Texas,TX,San Antonio,78263,29.36137508,-98.38656478,8.25
Texas,TX,San Antonio,78264,29.18921183,-98.6596112,8.25
Texas,TX,San Antonio,78265,29.53999796,-98.44059961,8.25
Texas,TX,San Antonio,78266,29.65563907,-98.40714842,7
Texas,TX,San Antonio,78268,29.49710991,-98.64592351,8.25
Texas,TX,San Antonio,78269,29.55967401,-98.61035531,8.25
Texas,TX,San Antonio,78270,29.57999796,-98.47059961,8.25
Texas,TX,San Antonio,78275,29.45777647,-98.84773191,0
Texas,TX,San Antonio,78278,29.56137686,-98.58185301,8.25
Texas,TX,San Antonio,78279,29.53524946,-98.51190091,8.25
Texas,TX,San Antonio,78280,29.53524946,-98.51190091,8.25
Texas,TX,San Antonio,78283,29.41345652,-98.52369251,8.25
Texas,TX,San Antonio,78284,29.5328767,-98.41336916,8.25
Texas,TX,San Antonio,78285,29.41999797,-98.51059961,8.25
Texas,TX,San Antonio,78286,29.45777647,-98.84773191,0
Texas,TX,San Antonio,78287,29.45777647,-98.84773191,8.25
Texas,TX,San Antonio,78288,29.53532705,-98.58372759,8.25
Texas,TX,San Antonio,78289,29.41999797,-98.51059961,8.25
Texas,TX,San Antonio,78291,29.42999797,-98.51059961,8.25
Texas,TX,San Antonio,78292,29.42999797,-98.51059961,8.25
Texas,TX,San Antonio,78293,29.42999797,-98.51059961,8.25
Texas,TX,San Antonio,78294,29.42999797,-98.51059961,8.25
Texas,TX,San Antonio,78295,29.42999797,-98.51059961,8.25
Texas,TX,San Antonio,78296,29.42999797,-98.51059961,8.25
Texas,TX,San Antonio,78297,29.42999797,-98.51059961,8.25
Texas,TX,San Antonio,78298,29.42999797,-98.51059961,8.25
Texas,TX,San Antonio,78299,29.42999797,-98.51059961,8.25
California,CA,San Diego,92101,32.71843271,-117.2223267,7.75
California,CA,San Diego,92102,32.72074631,-117.1578211,7.75
California,CA,San Diego,92103,32.74547526,-117.2119847,7.75
California,CA,San Diego,92104,32.73770947,-117.1494396,7.75
California,CA,San Diego,92105,32.73679276,-117.1318767,7.75
California,CA,San Diego,92106,32.70762132,-117.2740022,7.75
California,CA,San Diego,92107,32.73641521,-117.2828292,7.75
California,CA,San Diego,92108,32.66783924,-117.286568,7.75
California,CA,San Diego,92109,32.79589071,-117.2766267,7.75
California,CA,San Diego,92110,32.76863491,-117.2412087,7.75
California,CA,San Diego,92111,32.82365201,-117.2395028,7.75
California,CA,San Diego,92112,32.71985292,-117.1806018,7.75
California,CA,San Diego,92113,32.69531327,-117.1623512,7.75
California,CA,San Diego,92114,32.71064421,-117.0953238,7.75
California,CA,San Diego,92115,32.75562571,-117.1112981,7.75
California,CA,San Diego,92116,32.76655016,-117.1712516,7.75
California,CA,San Diego,92117,32.8188567,-117.2396702,7.75
California,CA,San Diego,92119,32.8148462,-117.0775462,7.75
California,CA,San Diego,92120,32.79746957,-117.1607938,7.75
California,CA,San Diego,92121,32.90331038,-117.2811643,7.75
California,CA,San Diego,92122,32.85689175,-117.2412047,7.75
California,CA,San Diego,92123,32.8217962,-117.1747957,7.75
California,CA,San Diego,92124,32.8214722,-117.1253957,7.75
California,CA,San Diego,92126,32.90972574,-117.1855928,7.75
California,CA,San Diego,92127,33.02212098,-117.2128057,7.75
California,CA,San Diego,92128,32.99532844,-117.1560762,7.75
California,CA,San Diego,92129,32.96570435,-117.2096793,7.75
California,CA,San Diego,92130,32.99588974,-117.297538,7.75
California,CA,San Diego,92131,32.89460793,-117.1321202,7.75
California,CA,San Diego,92132,32.71489739,-117.1785153,7.75
California,CA,San Diego,92134,32.72520934,-117.1518089,7.75
California,CA,San Diego,92135,32.70098782,-117.2292396,7.75
California,CA,San Diego,92136,32.68306477,-117.1378851,7.75
California,CA,San Diego,92137,32.74999782,-117.2205996,7.75
California,CA,San Diego,92138,32.74999782,-117.2205996,7.75
California,CA,San Diego,92139,32.68014227,-117.0882871,7.75
California,CA,San Diego,92140,32.74016942,-117.2176305,7.75
California,CA,San Diego,92142,32.83999781,-117.1205996,7.75
California,CA,San Diego,92145,32.87231925,-117.1785202,7.75
California,CA,San Diego,92147,32.72455144,-117.2241028,7.75
California,CA,San Diego,92149,32.67585222,-117.0855766,7.75
California,CA,San Diego,92150,32.97999771,-117.1005996,7.75
California,CA,San Diego,92152,32.70824272,-117.269838,7.75
California,CA,San Diego,92153,32.57465762,-117.0903954,7.75
California,CA,San Diego,92154,32.61477739,-117.1625726,7.75
California,CA,San Diego,92155,32.67453803,-117.1725609,7.75
California,CA,San Diego,92158,32.57378192,-116.9397771,7.75
California,CA,San Diego,92159,32.79999781,-117.0305996,7.75
California,CA,San Diego,92160,32.78258501,-117.1125655,7.75
California,CA,San Diego,92161,32.87769108,-117.2463302,7.75
California,CA,San Diego,92163,32.74943722,-117.1715615,7.75
California,CA,San Diego,92165,32.74958767,-117.1252194,7.75
California,CA,San Diego,92166,32.72101142,-117.2517764,7.75
California,CA,San Diego,92167,32.74590062,-117.2680628,7.75
California,CA,San Diego,92168,32.78300911,-117.1913947,7.75
California,CA,San Diego,92169,32.79875171,-117.2729012,7.75
California,CA,San Diego,92170,32.69691902,-117.1549314,7.75
California,CA,San Diego,92171,32.77999781,-117.1905996,7.75
California,CA,San Diego,92172,32.95719331,-117.148043,7.75
California,CA,San Diego,92173,32.56549668,-117.0850572,7.75
California,CA,San Diego,92174,32.70999782,-117.1005996,7.75
California,CA,San Diego,92175,32.76499611,-117.0812245,7.75
California,CA,San Diego,92176,32.76341471,-117.1436933,7.75
California,CA,San Diego,92177,32.82417431,-117.2521542,7.75
California,CA,San Diego,92179,32.57678168,-116.9746632,7.75
California,CA,San Diego,92182,32.77462848,-117.0818333,7.75
California,CA,San Diego,92184,32.82405592,-117.4374104,0
California,CA,San Diego,92186,32.74999782,-117.2205996,7.5
California,CA,San Diego,92187,32.71779247,-117.1659534,7.5
California,CA,San Diego,92191,32.90345181,-117.2401674,7.5
California,CA,San Diego,92192,32.85115041,-117.2358815,7.5
California,CA,San Diego,92193,32.80158801,-117.1606467,7.5
California,CA,San Diego,92195,32.76499611,-117.0812245,7.5
California,CA,San Diego,92196,32.91999786,-117.1505996,7.5
California,CA,San Diego,92197,32.98170161,-117.1036337,7.5
California,CA,San Diego,92198,33.02196966,-117.0950918,7.5
California,CA,San Diego,92199,32.98162641,-117.1036263,7.5
California,CA,San Francisco,94102,37.77933166,-122.4372486,8.63
California,CA,San Francisco,94103,37.77580366,-122.4338363,8.63
California,CA,San Francisco,94104,37.79098174,-122.4070309,8.63
California,CA,San Francisco,94105,37.79131376,-122.4132046,8.63
California,CA,San Francisco,94106,37.75758525,-122.6024091,0
California,CA,San Francisco,94107,37.76799521,-122.4127311,8.63
California,CA,San Francisco,94108,37.790977,-122.4194456,8.63
California,CA,San Francisco,94109,37.79700111,-122.4427531,8.63
California,CA,San Francisco,94110,37.74869376,-122.4356615,8.63
California,CA,San Francisco,94111,37.77212828,-122.4278737,8.63
California,CA,San Francisco,94112,37.72154128,-122.4834941,8.63
California,CA,San Francisco,94114,37.75856576,-122.4599456,8.63
California,CA,San Francisco,94115,37.78614266,-122.4586976,8.63
California,CA,San Francisco,94116,37.74418583,-122.5254327,8.63
California,CA,San Francisco,94117,37.77947878,-122.4901891,8.63
California,CA,San Francisco,94118,37.77884771,-122.4822011,8.63
California,CA,San Francisco,94119,37.79221376,-122.4126017,8.63
California,CA,San Francisco,94120,37.78983036,-122.420764,8.63
California,CA,San Francisco,94121,37.77720523,-122.5359931,8.63
California,CA,San Francisco,94122,37.75957778,-122.5262036,8.63
California,CA,San Francisco,94123,37.80071361,-122.4596411,8.63
California,CA,San Francisco,94124,37.73092273,-122.4237076,8.63
California,CA,San Francisco,94125,37.77999766,-122.4405996,8.63
California,CA,San Francisco,94126,37.79866171,-122.4178207,8.63
California,CA,San Francisco,94127,37.73643416,-122.4780996,8.63
California,CA,San Francisco,94128,37.62644529,-122.4207115,9.38
California,CA,San Francisco,94129,37.77891138,-122.5078672,8.63
California,CA,San Francisco,94130,37.81982561,-122.3895806,8.63
California,CA,San Francisco,94131,37.74606628,-122.4852022,8.63
California,CA,San Francisco,94132,37.72182378,-122.5265957,8.63
California,CA,San Francisco,94133,37.82847882,-122.4502696,8.63
California,CA,San Francisco,94134,37.72205078,-122.4516747,8.63
California,CA,San Francisco,94135,37.75758525,-122.6024091,0
California,CA,San Francisco,94136,37.75758525,-122.6024091,0
California,CA,San Francisco,94137,37.78999766,-122.4205996,8.63
California,CA,San Francisco,94138,37.75758525,-122.6024091,0
California,CA,San Francisco,94139,37.77999766,-122.4405996,8.63
California,CA,San Francisco,94140,37.75988906,-122.44086,8.63
California,CA,San Francisco,94141,37.76999771,-122.4305996,8.63
California,CA,San Francisco,94142,37.78172741,-122.4365403,8.63
California,CA,San Francisco,94143,37.76424897,-122.4597689,8.63
California,CA,San Francisco,94144,37.77999766,-122.4405996,8.63
California,CA,San Francisco,94145,37.78999766,-122.4205996,8.63
California,CA,San Francisco,94146,37.77999766,-122.4405996,8.63
California,CA,San Francisco,94147,37.77999766,-122.4405996,8.63
California,CA,San Francisco,94150,37.75758525,-122.6024091,0
California,CA,San Francisco,94151,37.77999766,-122.4405996,8.63
California,CA,San Francisco,94152,37.75758525,-122.6024091,0
California,CA,San Francisco,94153,37.75758525,-122.6024091,0
California,CA,San Francisco,94154,37.75758525,-122.6024091,0
California,CA,San Francisco,94155,37.75758525,-122.6024091,0
California,CA,San Francisco,94156,37.75758525,-122.6024091,0
California,CA,San Francisco,94158,37.77380471,-122.4112685,8.63
California,CA,San Francisco,94159,37.77940321,-122.4700734,8.63
California,CA,San Francisco,94160,37.77999766,-122.4405996,8.63
California,CA,San Francisco,94161,37.77999766,-122.4405996,8.63
California,CA,San Francisco,94162,37.75758525,-122.6024091,0
California,CA,San Francisco,94163,37.77999766,-122.4405996,8.63
California,CA,San Francisco,94164,37.78981446,-122.4422622,8.63
California,CA,San Francisco,94171,37.75758525,-122.6024091,0
California,CA,San Francisco,94172,37.77999766,-122.4405996,8.63
California,CA,San Francisco,94175,37.75758525,-122.6024091,0
California,CA,San Francisco,94177,37.77999766,-122.4405996,8.63
California,CA,San Francisco,94188,37.73999771,-122.4005996,8.63
California,CA,San Francisco,94199,37.75758525,-122.6024091,0
California,CA,San Jose,95101,37.39071934,-121.8913204,9.38
California,CA,San Jose,95103,37.33999766,-121.9105996,9.38
California,CA,San Jose,95106,37.33999766,-121.9105996,9.38
California,CA,San Jose,95108,37.33999766,-121.9105996,9.38
California,CA,San Jose,95109,37.33999766,-121.9105996,9.38
California,CA,San Jose,95110,37.34119581,-121.9449072,9.38
California,CA,San Jose,95111,37.28433599,-121.9103656,9.38
California,CA,San Jose,95112,37.34344076,-121.9234135,9.38
California,CA,San Jose,95113,37.33319805,-121.9029692,9.38
California,CA,San Jose,95115,37.33999766,-121.9105996,9.38
California,CA,San Jose,95116,37.34901976,-121.8921517,9.38
California,CA,San Jose,95117,37.31211321,-121.9864255,9.38
California,CA,San Jose,95118,37.25232421,-121.9311476,9.38
California,CA,San Jose,95119,37.22627086,-121.8257251,9.38
California,CA,San Jose,95120,37.17567707,-121.9202065,9.38
California,CA,San Jose,95121,37.30301331,-121.8490037,9.38
California,CA,San Jose,95122,37.33049386,-121.8791887,9.38
California,CA,San Jose,95123,37.2368195,-121.910161,9.38
California,CA,San Jose,95124,37.25691486,-121.9653086,9.38
California,CA,San Jose,95125,37.29776231,-121.9351446,9.38
California,CA,San Jose,95126,37.32414726,-121.9554961,9.38
California,CA,San Jose,95127,37.37134761,-121.9295502,9.38
California,CA,San Jose,95128,37.31624341,-121.9740446,9.38
California,CA,San Jose,95129,37.30518421,-122.0429981,9.38
California,CA,San Jose,95130,37.28544217,-121.9983016,9.38
California,CA,San Jose,95131,37.38814511,-121.9856371,9.38
California,CA,San Jose,95132,37.42845805,-121.9435787,9.38
California,CA,San Jose,95133,37.37162435,-121.9053111,9.38
California,CA,San Jose,95134,37.4275278,-121.9875646,9.38
California,CA,San Jose,95135,37.27217962,-121.8651281,9.38
California,CA,San Jose,95136,37.27387691,-121.8849771,9.38
California,CA,San Jose,95138,37.23259081,-121.8878067,9.38
California,CA,San Jose,95139,37.22488772,-121.7834606,9.38
California,CA,San Jose,95140,37.38981014,-121.8181912,9.13
California,CA,San Jose,95141,37.18531452,-121.856503,9.38
California,CA,San Jose,95148,37.32933388,-121.846183,9.38
California,CA,San Jose,95150,37.38999766,-121.9205996,9.38
California,CA,San Jose,95151,37.32228366,-121.8464616,9.38
California,CA,San Jose,95152,37.39999766,-121.8705996,9.38
California,CA,San Jose,95153,37.24999772,-121.8705996,9.38
California,CA,San Jose,95154,37.25999772,-121.9305996,9.38
California,CA,San Jose,95155,37.30999771,-121.9205996,9.38
California,CA,San Jose,95156,37.35999771,-121.8605996,9.38
California,CA,San Jose,95157,37.29992781,-122.0005108,9.38
California,CA,San Jose,95158,37.25999772,-121.9005996,9.38
California,CA,San Jose,95159,37.31999771,-121.9505996,9.38
California,CA,San Jose,95160,37.21999772,-121.8805996,9.38
California,CA,San Jose,95161,37.38999766,-121.9105996,9.38
California,CA,San Jose,95164,37.38999766,-121.9405996,9.38
California,CA,San Jose,95170,37.30994151,-122.0304892,9.38
California,CA,San Jose,95172,37.32999766,-121.9005996,9.38
California,CA,San Jose,95173,37.33999766,-121.9105996,9.38
California,CA,San Jose,95190,37.37461405,-121.9114852,9.38
California,CA,San Jose,95191,37.33392797,-121.925216,9.38
California,CA,San Jose,95192,37.33999766,-121.9005996,9.38
California,CA,San Jose,95193,37.23999767,-121.8505996,9.38
California,CA,San Jose,95194,37.38999766,-121.9105996,9.38
California,CA,San Jose,95196,37.33149492,-121.9004134,9.38
Washington,WA,Seattle,98101,47.61084956,-122.3572232,10.35
Washington,WA,Seattle,98102,47.63570556,-122.345222,10.35
Washington,WA,Seattle,98103,47.67048553,-122.3840915,10.35
Washington,WA,Seattle,98104,47.60146816,-122.351804,10.35
Washington,WA,Seattle,98105,47.66522745,-122.4856753,10.35
Washington,WA,Seattle,98106,47.54838462,-122.3952704,10.35
Washington,WA,Seattle,98107,47.66341813,-122.4255604,10.35
Washington,WA,Seattle,98108,47.54161807,-122.3540555,10.35
Washington,WA,Seattle,98109,47.63415961,-122.3619767,10.35
Washington,WA,Seattle,98111,47.60990571,-122.3605522,10.35
Washington,WA,Seattle,98112,47.63291212,-122.3297895,10.35
Washington,WA,Seattle,98113,47.60999761,-122.3505996,10.35
Washington,WA,Seattle,98114,47.60001091,-122.3506095,10.35
Washington,WA,Seattle,98115,47.6860605,-122.3719644,10.35
Washington,WA,Seattle,98116,47.57666852,-122.4428855,10.35
Washington,WA,Seattle,98117,47.68937263,-122.4296666,10.35
Washington,WA,Seattle,98118,47.54285612,-122.3070369,10.35
Washington,WA,Seattle,98119,47.63896216,-122.3932237,10.35
Washington,WA,Seattle,98121,47.61380711,-122.3725396,10.35
Washington,WA,Seattle,98122,47.60813712,-122.337485,10.35
Washington,WA,Seattle,98124,47.60999761,-122.3505996,10.35
Washington,WA,Seattle,98125,47.71703701,-122.3751809,10.35
Washington,WA,Seattle,98126,47.55643499,-122.4623639,10.35
Washington,WA,Seattle,98127,47.60999761,-122.3505996,10.35
Washington,WA,Seattle,98129,47.64148166,-122.3788767,10.35
Washington,WA,Seattle,98131,47.64147726,-122.3802182,10.35
Washington,WA,Seattle,98133,47.73871613,-122.39096,10.35
Washington,WA,Seattle,98134,47.57070052,-122.3820195,10.35
Washington,WA,Seattle,98136,47.53636407,-122.4362451,10.35
Washington,WA,Seattle,98138,47.45999761,-122.2705996,10.35
Washington,WA,Seattle,98139,47.60999761,-122.3505996,10.35
Washington,WA,Seattle,98141,47.60999761,-122.3505996,10.35
Washington,WA,Seattle,98144,47.58482207,-122.332582,10.35
Washington,WA,Seattle,98145,47.65999751,-122.3305996,10.35
Washington,WA,Seattle,98146,47.49803857,-122.407928,10.35
Washington,WA,Seattle,98148,47.44655857,-122.3652365,10.35
Washington,WA,Seattle,98151,47.60859698,-122.5046048,0
Washington,WA,Seattle,98154,47.60621037,-122.3363674,10.35
Washington,WA,Seattle,98155,47.75641058,-122.337282,10.35
Washington,WA,Seattle,98158,47.45049771,-122.3298116,10.35
Washington,WA,Seattle,98160,47.76999761,-122.3805995,10.35
Washington,WA,Seattle,98161,47.60759481,-122.354989,10.35
Washington,WA,Seattle,98164,47.60631842,-122.334931,10.35
Washington,WA,Seattle,98165,47.60999761,-122.3505996,10.35
Washington,WA,Seattle,98166,47.44470102,-122.4014549,10.35
Washington,WA,Seattle,98168,47.49144499,-122.3766875,10.35
Washington,WA,Seattle,98170,47.60999761,-122.3505996,10.35
Washington,WA,Seattle,98174,47.60456647,-122.3379227,10.35
Washington,WA,Seattle,98175,47.60999761,-122.3505996,10.35
Washington,WA,Seattle,98177,47.74286196,-122.4605544,10.35
Washington,WA,Seattle,98178,47.49780157,-122.2913731,10.35
Washington,WA,Seattle,98181,47.61151637,-122.3411689,10.35
Washington,WA,Seattle,98184,47.60859698,-122.5046048,0
Washington,WA,Seattle,98185,47.60607571,-122.3535953,10.35
Washington,WA,Seattle,98188,47.44872912,-122.319529,10.35
Washington,WA,Seattle,98189,47.60859698,-122.5046048,0
Washington,WA,Seattle,98190,47.60999761,-122.3505996,10.35
Washington,WA,Seattle,98191,47.61262681,-122.3547945,10.35
Washington,WA,Seattle,98194,47.60999761,-122.3505996,10.35
Washington,WA,Seattle,98195,47.65400756,-122.3310331,10.35
Washington,WA,Seattle,98198,47.38200657,-122.3519955,10.35
Washington,WA,Seattle,98199,47.65142713,-122.4499271,10.35
Districrt of Columbia,DC,Washington,20001,38.91070269,-77.03810063,6
Districrt of Columbia,DC,Washington,20002,38.90840616,-77.01814405,6
Districrt of Columbia,DC,Washington,20003,38.87755646,-77.0281842,6
Districrt of Columbia,DC,Washington,20004,38.88901136,-77.0738094,6
Districrt of Columbia,DC,Washington,20005,38.90316765,-77.04209339,6
Districrt of Columbia,DC,Washington,20006,38.8977186,-77.05175444,6
Districrt of Columbia,DC,Washington,20007,38.90999576,-77.11882705,6
Districrt of Columbia,DC,Washington,20008,38.93434551,-77.09954485,6
Districrt of Columbia,DC,Washington,20009,38.92196619,-77.05954613,6
Districrt of Columbia,DC,Washington,20010,38.93348196,-77.07264075,6
Districrt of Columbia,DC,Washington,20011,38.95118491,-77.0609976,6
Districrt of Columbia,DC,Washington,20012,38.98151081,-77.06974365,6
Districrt of Columbia,DC,Washington,20013,38.89830937,-77.01122022,6
Districrt of Columbia,DC,Washington,20015,38.97131326,-77.10623405,6
Districrt of Columbia,DC,Washington,20016,38.93716546,-77.13427195,6
Districrt of Columbia,DC,Washington,20017,38.93851079,-77.01390713,6
Districrt of Columbia,DC,Washington,20018,38.92839026,-77.01214725,6
Districrt of Columbia,DC,Washington,20019,38.89290926,-76.9834731,6
Districrt of Columbia,DC,Washington,20020,38.86228091,-77.01349585,6
Districrt of Columbia,DC,Washington,20024,38.86789069,-77.04490598,6
Districrt of Columbia,DC,Washington,20026,38.88382072,-77.02863897,6
Districrt of Columbia,DC,Washington,20027,38.89999764,-77.00059958,6
Districrt of Columbia,DC,Washington,20029,38.88999764,-76.97059958,6
Districrt of Columbia,DC,Washington,20030,38.86136647,-76.97048222,6
Districrt of Columbia,DC,Washington,20032,38.83227541,-77.04251735,6
Districrt of Columbia,DC,Washington,20033,38.89999764,-77.06059958,6
Districrt of Columbia,DC,Washington,20035,38.89999764,-77.06059958,6
Districrt of Columbia,DC,Washington,20036,38.9068323,-77.05192279,6
Districrt of Columbia,DC,Washington,20037,38.90050099,-77.07428728,6
Districrt of Columbia,DC,Washington,20038,38.89999764,-77.05059958,6
Districrt of Columbia,DC,Washington,20039,38.96572157,-77.01232297,6
Districrt of Columbia,DC,Washington,20040,38.96686537,-77.02971382,6
Districrt of Columbia,DC,Washington,20041,38.89329108,-77.52234554,6
Districrt of Columbia,DC,Washington,20042,38.91999769,-77.01059958,6
Districrt of Columbia,DC,Washington,20043,38.90351077,-77.03508762,6
Districrt of Columbia,DC,Washington,20044,38.88999764,-77.05059958,6
Districrt of Columbia,DC,Washington,20045,38.89699402,-77.03383072,6
Districrt of Columbia,DC,Washington,20046,38.89363867,-77.17938485,0
Districrt of Columbia,DC,Washington,20047,38.95867884,-77.10894518,6
Districrt of Columbia,DC,Washington,20049,38.89639377,-77.02283187,6
Districrt of Columbia,DC,Washington,20051,38.89363867,-77.17938485,0
Districrt of Columbia,DC,Washington,20052,38.89880684,-77.0526182,6
Districrt of Columbia,DC,Washington,20053,38.88264554,-77.03133128,6
Districrt of Columbia,DC,Washington,20055,38.90157534,-77.04049308,6
Districrt of Columbia,DC,Washington,20056,38.91606237,-77.03429347,6
Districrt of Columbia,DC,Washington,20057,38.90825284,-77.07984285,6
Districrt of Columbia,DC,Washington,20058,38.91999769,-77.01059958,6
Districrt of Columbia,DC,Washington,20059,38.9209396,-77.02991074,6
Districrt of Columbia,DC,Washington,20060,38.91744407,-77.02289702,6
Districrt of Columbia,DC,Washington,20061,38.89937189,-77.05430828,6
Districrt of Columbia,DC,Washington,20062,38.90059312,-77.04016897,6
Districrt of Columbia,DC,Washington,20063,38.90556494,-77.06724488,6
Districrt of Columbia,DC,Washington,20064,38.93593149,-77.00425735,6
Districrt of Columbia,DC,Washington,20065,38.89946629,-77.02730728,6
Districrt of Columbia,DC,Washington,20066,38.91644909,-77.01503268,6
Districrt of Columbia,DC,Washington,20067,38.91999769,-77.01059958,6
Districrt of Columbia,DC,Washington,20068,38.89999764,-77.06059958,6
Districrt of Columbia,DC,Washington,20069,38.91999769,-77.01059958,6
Districrt of Columbia,DC,Washington,20070,38.91999769,-77.01059958,6
Districrt of Columbia,DC,Washington,20071,38.90471104,-77.05524028,6
Districrt of Columbia,DC,Washington,20073,38.89882644,-77.05442608,6
Districrt of Columbia,DC,Washington,20074,38.91999769,-77.01059958,6
Districrt of Columbia,DC,Washington,20075,38.91999769,-77.01059958,6
Districrt of Columbia,DC,Washington,20076,38.95867884,-77.10894518,6
Districrt of Columbia,DC,Washington,20077,38.91999769,-77.01059958,6
Districrt of Columbia,DC,Washington,20078,38.91999769,-77.01059958,6
Districrt of Columbia,DC,Washington,20080,38.91999769,-77.01059958,6
Districrt of Columbia,DC,Washington,20081,38.89976074,-77.04766188,6
Districrt of Columbia,DC,Washington,20082,38.91999769,-77.01059958,6
Districrt of Columbia,DC,Washington,20090,38.91999769,-77.01059958,6
Districrt of Columbia,DC,Washington,20091,38.89999764,-77.06059958,6
Districrt of Columbia,DC,Washington,20097,38.89363867,-77.17938485,0
Districrt of Columbia,DC,Washington,20098,38.89363867,-77.17938485,0
Districrt of Columbia,DC,Washington,20201,38.88627657,-77.01813127,6
Districrt of Columbia,DC,Washington,20202,38.88679462,-77.02133857,6
Districrt of Columbia,DC,Washington,20203,38.90556494,-77.06724488,6
Districrt of Columbia,DC,Washington,20204,38.88724742,-77.01691737,6
Districrt of Columbia,DC,Washington,20206,38.91999769,-77.01059958,6
Districrt of Columbia,DC,Washington,20207,38.91999769,-77.01059958,6
Districrt of Columbia,DC,Washington,20208,38.89699597,-77.01381247,6
Districrt of Columbia,DC,Washington,20210,38.89332292,-77.01694737,6
Districrt of Columbia,DC,Washington,20211,38.90040012,-77.01248947,6
Districrt of Columbia,DC,Washington,20212,38.89802992,-77.01118422,6
Districrt of Columbia,DC,Washington,20213,38.89308367,-77.01725617,6
Districrt of Columbia,DC,Washington,20214,38.91999769,-77.01059958,6
Districrt of Columbia,DC,Washington,20215,38.89308372,-77.01697992,6
Districrt of Columbia,DC,Washington,20216,38.89307217,-77.01668277,6
Districrt of Columbia,DC,Washington,20217,38.89546432,-77.01741952,6
Districrt of Columbia,DC,Washington,20218,38.90247184,-77.06554778,6
Districrt of Columbia,DC,Washington,20219,38.88563689,-77.01689305,6
Districrt of Columbia,DC,Washington,20220,38.89884287,-77.04352732,6
